ORDEM;ACCAO;SOURCE_ID;ESTADO;SOURCE_NAME;SOURCE_OWNER;COUNTRY;TERRITORY;URL;NO_ATLAS_CORRENTE;IRMAOS_MESMA_FONTE;N_CITACOES;FIRST_ASSIGNMENT_DATE;FIRST_ASSIGNMENT_COMMIT;FIRST_ASSIGNMENT_BRANCH;N_VERSOES_QUE_O_SUSTENTAM;DIVERGENCIAS;PORQUE
0;NAO TOCAR — IDENTIDADE GASTA SEM REGISTO;ES-T5-004;ORFAO_USADO_SEM_FICHA;;;;T5;;NAO;;9;NAO SEI;;;0;;este numero e' USADO pelo sistema e NUNCA foi declarado em ficha nenhuma. Nao e' perda de reconciliacao — e' um buraco anterior a ela. ⚠️ O numero esta GASTO: reatribui-lo faria as referencias existentes apontarem para a fonte nova. Registar a ficha que falta e' trabalho de outra missao.
0;NAO TOCAR — IDENTIDADE GASTA SEM REGISTO;ES-T5-003;ORFAO_USADO_SEM_FICHA;;;;T5;;NAO;;13;NAO SEI;;;0;;este numero e' USADO pelo sistema e NUNCA foi declarado em ficha nenhuma. Nao e' perda de reconciliacao — e' um buraco anterior a ela. ⚠️ O numero esta GASTO: reatribui-lo faria as referencias existentes apontarem para a fonte nova. Registar a ficha que falta e' trabalho de outra missao.
0;NAO TOCAR — IDENTIDADE GASTA SEM REGISTO;ES-T4-004;ORFAO_USADO_SEM_FICHA;;;;T4;;NAO;;213;NAO SEI;;;0;;este numero e' USADO pelo sistema e NUNCA foi declarado em ficha nenhuma. Nao e' perda de reconciliacao — e' um buraco anterior a ela. ⚠️ O numero esta GASTO: reatribui-lo faria as referencias existentes apontarem para a fonte nova. Registar a ficha que falta e' trabalho de outra missao.
0;NAO TOCAR — IDENTIDADE GASTA SEM REGISTO;ES-T3-002;ORFAO_USADO_SEM_FICHA;;;;T3;;NAO;;103;NAO SEI;;;0;;este numero e' USADO pelo sistema e NUNCA foi declarado em ficha nenhuma. Nao e' perda de reconciliacao — e' um buraco anterior a ela. ⚠️ O numero esta GASTO: reatribui-lo faria as referencias existentes apontarem para a fonte nova. Registar a ficha que falta e' trabalho de outra missao.
0;NAO TOCAR — IDENTIDADE GASTA SEM REGISTO;ES-T2-003;ORFAO_USADO_SEM_FICHA;;;;T2;;NAO;;54;NAO SEI;;;0;;este numero e' USADO pelo sistema e NUNCA foi declarado em ficha nenhuma. Nao e' perda de reconciliacao — e' um buraco anterior a ela. ⚠️ O numero esta GASTO: reatribui-lo faria as referencias existentes apontarem para a fonte nova. Registar a ficha que falta e' trabalho de outra missao.
0;NAO TOCAR — IDENTIDADE GASTA SEM REGISTO;ES-T2-002;ORFAO_USADO_SEM_FICHA;;;;T2;;NAO;;41;NAO SEI;;;0;;este numero e' USADO pelo sistema e NUNCA foi declarado em ficha nenhuma. Nao e' perda de reconciliacao — e' um buraco anterior a ela. ⚠️ O numero esta GASTO: reatribui-lo faria as referencias existentes apontarem para a fonte nova. Registar a ficha que falta e' trabalho de outra missao.
1;BLOQUEADO — DECISAO DE GENTE;FR-T4-001;SAME_ID_DIFFERENT_SOURCE;Données ouvertes du catalogue E-Phy;ANSES (Agence nationale de sécurité sanitaire) via data.gouv.fr;FRANCE;T4 (alimenta também T1, T3 e T9);https://www.data.gouv.fr/datasets/donnees-ouvertes-du-catalogue-e-phy-des-produits-phytopharmaceutiques-matieres-fertilisantes-et-supports-de-culture-adjuvants-produits-mixtes-et-melanges;SIM;;805;2026-08-28;1fab9fa5324c;HEAD -> claude/sintonia-eame-repo-setup-xccfob;36;SOURCE_NAME: escolhido «Données ouvertes du catalogue E-Phy» (prova 100) sobre «FR-T4-001 · ANSES E-Phy — `CRITICA» (20) || TERRITORY: escolhido «T4 (alimenta também T1, T3 e T9)» (prova 100) sobre «T4» (20) || URL: escolhido «https://www.data.gouv.fr/datasets/donnees-ou» (prova 100) sobre «https://www.data.gouv.fr/api/1/dat» (20);duas fontes diferentes respondem por este numero, em pontas ativas. Ver COLLISIONS.csv: cada afirmacao tem data de primeira atribuicao, numero de versoes do atlas que a sustentam, e se tem cerca declarada e evidencia. Quem decidir escolhe UMA e da numero NOVO a outra — contra a populacao inteira de 255, nunca contra um ficheiro so. ⚠️ Nao renomear a que tem mais citacoes: e' ela que quebra mais referencias se mudar.
1;BLOQUEADO — DECISAO DE GENTE;ES-T3-001;SAME_ID_DIFFERENT_SOURCE;Datos de seguimiento de plagas y enfermedades en las;Junta de Andalucía — Consejería de Agricultura, Pesca,;SPAIN (Andalucía);T3 (com leitura para T1 e T2);https://www.juntadeandalucia.es/datosabiertos/portal/dataset/raif;SIM;;688;2026-08-28;6b77e3163e1a;HEAD -> claude/sintonia-eame-repo-setup-xccfob;33;SOURCE_NAME: escolhido «Datos de seguimiento de plagas y enfermedade» (prova 100) sobre «ES-T3-001 · RAIF Andalucía — `CRIT» (20) || TERRITORY: escolhido «T3 (com leitura para T1 e T2)» (prova 100) sobre «T3» (20) || URL: escolhido «https://www.juntadeandalucia.es/datosabierto» (prova 100) sobre «https://www.juntadeandalucia.es/da» (20);duas fontes diferentes respondem por este numero, em pontas ativas. Ver COLLISIONS.csv: cada afirmacao tem data de primeira atribuicao, numero de versoes do atlas que a sustentam, e se tem cerca declarada e evidencia. Quem decidir escolhe UMA e da numero NOVO a outra — contra a populacao inteira de 255, nunca contra um ficheiro so. ⚠️ Nao renomear a que tem mais citacoes: e' ela que quebra mais referencias se mudar.
1;BLOQUEADO — DECISAO DE GENTE;IT-T10-002;SAME_ID_DIFFERENT_SOURCE;OpenStreetMap, via Overpass API + Nominatim;comunidade OSM (base colaborativa);ITALY — recorte Vêneto;T10;https://overpass.kumi.systems/api/interpreter;SIM;;129;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;3;SOURCE_NAME: escolhido «OpenStreetMap, via Overpass API + Nominatim» (prova 100) sobre «BMTI — analisi di mercato cereali» (20) || URL: escolhido «https://overpass.kumi.systems/api/interprete» (prova 100) sobre «https://www.bmti.it» (20);duas fontes diferentes respondem por este numero, em pontas ativas. Ver COLLISIONS.csv: cada afirmacao tem data de primeira atribuicao, numero de versoes do atlas que a sustentam, e se tem cerca declarada e evidencia. Quem decidir escolhe UMA e da numero NOVO a outra — contra a populacao inteira de 255, nunca contra um ficheiro so. ⚠️ Nao renomear a que tem mais citacoes: e' ela que quebra mais referencias se mudar.
1;BLOQUEADO — DECISAO DE GENTE;IT-T10-001;SAME_ID_DIFFERENT_SOURCE;ARPAV — Vendite fitosanitari (open data) + Rapporto annuale;ARPAV (Agenzia Regionale per la Prevenzione e Protezione;ITALY — **apenas a região do Vêneto**;T10;https://www.arpa.veneto.it/dati-ambientali/open-data/fitosanitari;SIM;;102;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;7;SOURCE_NAME: escolhido «ARPAV — Vendite fitosanitari (open data) + R» (prova 100) sobre «ISMEA Mercati — preços por produto» (20) / «IT-T10-001 · ARPAV — venda declara» (20) || URL: escolhido «https://www.arpa.veneto.it/dati-ambientali/o» (prova 100) sobre «https://www.ismeamercati.it» (20);duas fontes diferentes respondem por este numero, em pontas ativas. Ver COLLISIONS.csv: cada afirmacao tem data de primeira atribuicao, numero de versoes do atlas que a sustentam, e se tem cerca declarada e evidencia. Quem decidir escolhe UMA e da numero NOVO a outra — contra a populacao inteira de 255, nunca contra um ficheiro so. ⚠️ Nao renomear a que tem mais citacoes: e' ela que quebra mais referencias se mudar.
1;BLOQUEADO — DECISAO DE GENTE;IT-T10-003;SAME_ID_DIFFERENT_SOURCE;ISTAT — Distribuzione per uso agricolo dei prodotti fitosanitari;Istituto Nazionale di Statistica;ITALY — **país inteiro**: nação, regiões e 111 províncias;T10;https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_22_DF_DCSP_FITOSANITARI_1,1.0/all;SIM;;62;2026-09-07;bd531977bf22;claude/admiring-sagan-5zi0v3;3;SOURCE_NAME: escolhido «ISTAT — Distribuzione per uso agricolo dei p» (prova 100) sobre «ISTAT — commercio estero (import/e» (20) / «IT-T10-003 · ISTAT — distribuição » (20) || URL: escolhido «https://esploradati.istat.it/SDMXWS/rest/dat» (prova 100) sobre «https://www.coeweb.istat.it» (20);duas fontes diferentes respondem por este numero, em pontas ativas. Ver COLLISIONS.csv: cada afirmacao tem data de primeira atribuicao, numero de versoes do atlas que a sustentam, e se tem cerca declarada e evidencia. Quem decidir escolhe UMA e da numero NOVO a outra — contra a populacao inteira de 255, nunca contra um ficheiro so. ⚠️ Nao renomear a que tem mais citacoes: e' ela que quebra mais referencias se mudar.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-027;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1152;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-002;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-003;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-004;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-005;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-006;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-007;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-008;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-009;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-010;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-011;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-021;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-022;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-023;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-024;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-025;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-026;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1151;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-012;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1146;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-013;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1146;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-014;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1146;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-015;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1146;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-016;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1146;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-017;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1146;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-018;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1146;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-019;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1146;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
3;TRAZER PARA O ATLAS DA LINHA DE INTEGRACAO;ES-T7-020;MISSING_FROM_CURRENT_ATLAS;feeds de imprensa técnica espanhola, associações agrárias,;UNKNOWN;SPAIN;T7;UNKNOWN;NAO;;1146;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;emitido e ausente do atlas desta linha. Mecanico: copiar a ficha da versao que a tem, com a proveniencia. Depende de (1) e (2) estarem feitos, senao traz-se a colisao junto.
4;FUNDIR CAMPOS pela ordem de confianca;ES-T5-002;SAME_ID_SAME_SOURCE;OpenAlex, recorte espanhol declarado;UNKNOWN;SPAIN — filtro institutions.country_code:es;T5 e T6;UNKNOWN;SIM;;15666;2026-08-29;b0924e250671;HEAD -> claude/sintonia-eame-repo-setup-xccfob;17;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;ES-T8-001;SAME_ID_SAME_SOURCE;YouTube · 157 canais · 252 vídeos · 15 transcrições;UNKNOWN;UNKNOWN;T8;UNKNOWN;SIM;;7718;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
4;FUNDIR CAMPOS pela ordem de confianca;ES-T8-002;SAME_ID_SAME_SOURCE;LinkedIn · 202 perfis · 179 declaram ES;UNKNOWN;UNKNOWN;T8;UNKNOWN;SIM;;4496;2026-08-29;74bcccb3cd00;HEAD -> claude/sintonia-eame-repo-setup-xccfob;18;;mesmo numero, mesma fonte, em mais de um registo. Funde-se campo a campo: evidencia preservada > rota aberta > contrato > observado > documentado > descrito. Ausencia fica UNKNOWN. Ver a coluna DIVERGENCIAS.
